week,staff_id,staff_name,role,service,present
39,STF-8a4df0f8,Judy Baker,nurse,emergency,0
40,STF-8a4df0f8,Judy Baker,nurse,emergency,1
41,STF-8a4df0f8,Judy Baker,nurse,emergency,1
42,STF-8a4df0f8,Judy Baker,nurse,emergency,0
43,STF-8a4df0f8,Judy Baker,nurse,emergency,1
44,STF-8a4df0f8,Judy Baker,nurse,emergency,1
45,STF-8a4df0f8,Judy Baker,nurse,emergency,0
46,STF-8a4df0f8,Judy Baker,nurse,emergency,1
47,STF-8a4df0f8,Judy Baker,nurse,emergency,1
48,STF-8a4df0f8,Judy Baker,nurse,emergency,0
49,STF-8a4df0f8,Judy Baker,nurse,emergency,1
50,STF-8a4df0f8,Judy Baker,nurse,emergency,1
51,STF-8a4df0f8,Judy Baker,nurse,emergency,0
52,STF-8a4df0f8,Judy Baker,nurse,emergency,1
1,STF-550b832f,Justin Baker,nurse,emergency,0
2,STF-550b832f,Justin Baker,nurse,emergency,1
3,STF-550b832f,Justin Baker,nurse,emergency,0
4,STF-550b832f,Justin Baker,nurse,emergency,1
5,STF-550b832f,Justin Baker,nurse,emergency,1
6,STF-550b832f,Justin Baker,nurse,emergency,0
7,STF-550b832f,Justin Baker,nurse,emergency,1
8,STF-550b832f,Justin Baker,nurse,emergency,1
9,STF-550b832f,Justin Baker,nurse,emergency,0
10,STF-550b832f,Justin Baker,nurse,emergency,1
11,STF-550b832f,Justin Baker,nurse,emergency,0
12,STF-550b832f,Justin Baker,nurse,emergency,0
13,STF-550b832f,Justin Baker,nurse,emergency,1
14,STF-550b832f,Justin Baker,nurse,emergency,1
15,STF-550b832f,Justin Baker,nurse,emergency,0
16,STF-550b832f,Justin Baker,nurse,emergency,1
17,STF-550b832f,Justin Baker,nurse,emergency,1
18,STF-550b832f,Justin Baker,nurse,emergency,0
19,STF-550b832f,Justin Baker,nurse,emergency,1
20,STF-550b832f,Justin Baker,nurse,emergency,1
21,STF-550b832f,Justin Baker,nurse,emergency,0
22,STF-550b832f,Justin Baker,nurse,emergency,1
23,STF-550b832f,Justin Baker,nurse,emergency,1
24,STF-550b832f,Justin Baker,nurse,emergency,0
25,STF-550b832f,Justin Baker,nurse,emergency,1
26,STF-550b832f,Justin Baker,nurse,emergency,1
27,STF-550b832f,Justin Baker,nurse,emergency,0
28,STF-550b832f,Justin Baker,nurse,emergency,1
29,STF-550b832f,Justin Baker,nurse,emergency,0
30,STF-550b832f,Justin Baker,nurse,emergency,0
31,STF-550b832f,Justin Baker,nurse,emergency,1
32,STF-550b832f,Justin Baker,nurse,emergency,1
33,STF-550b832f,Justin Baker,nurse,emergency,0
34,STF-550b832f,Justin Baker,nurse,emergency,1
35,STF-550b832f,Justin Baker,nurse,emergency,1
36,STF-550b832f,Justin Baker,nurse,emergency,0
37,STF-550b832f,Justin Baker,nurse,emergency,1
38,STF-550b832f,Justin Baker,nurse,emergency,1
39,STF-550b832f,Justin Baker,nurse,emergency,0
40,STF-550b832f,Justin Baker,nurse,emergency,1
41,STF-550b832f,Justin Baker,nurse,emergency,1
42,STF-550b832f,Justin Baker,nurse,emergency,0
43,STF-550b832f,Justin Baker,nurse,emergency,1
44,STF-550b832f,Justin Baker,nurse,emergency,1
45,STF-550b832f,Justin Baker,nurse,emergency,0
46,STF-550b832f,Justin Baker,nurse,emergency,0
47,STF-550b832f,Justin Baker,nurse,emergency,1
48,STF-550b832f,Justin Baker,nurse,emergency,0
49,STF-550b832f,Justin Baker,nurse,emergency,1
50,STF-550b832f,Justin Baker,nurse,emergency,1
51,STF-550b832f,Justin Baker,nurse,emergency,0
52,STF-550b832f,Justin Baker,nurse,emergency,1
1,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
2,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
3,STF-b13eeb99,Stephanie Ross,nurse,emergency,0
4,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
5,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
6,STF-b13eeb99,Stephanie Ross,nurse,emergency,0
7,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
8,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
9,STF-b13eeb99,Stephanie Ross,nurse,emergency,0
10,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
11,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
12,STF-b13eeb99,Stephanie Ross,nurse,emergency,0
13,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
14,STF-b13eeb99,Stephanie Ross,nurse,emergency,0
15,STF-b13eeb99,Stephanie Ross,nurse,emergency,0
16,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
17,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
18,STF-b13eeb99,Stephanie Ross,nurse,emergency,0
19,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
20,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
21,STF-b13eeb99,Stephanie Ross,nurse,emergency,0
22,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
23,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
24,STF-b13eeb99,Stephanie Ross,nurse,emergency,0
25,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
26,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
27,STF-b13eeb99,Stephanie Ross,nurse,emergency,0
28,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
29,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
30,STF-b13eeb99,Stephanie Ross,nurse,emergency,0
31,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
32,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
33,STF-b13eeb99,Stephanie Ross,nurse,emergency,0
34,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
35,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
36,STF-b13eeb99,Stephanie Ross,nurse,emergency,0
37,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
38,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
39,STF-b13eeb99,Stephanie Ross,nurse,emergency,0
40,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
41,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
42,STF-b13eeb99,Stephanie Ross,nurse,emergency,0
43,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
44,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
45,STF-b13eeb99,Stephanie Ross,nurse,emergency,0
46,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
47,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
48,STF-b13eeb99,Stephanie Ross,nurse,emergency,0
49,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
50,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
51,STF-b13eeb99,Stephanie Ross,nurse,emergency,0
52,STF-b13eeb99,Stephanie Ross,nurse,emergency,1
1,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
2,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
3,STF-d1d59a8b,Zachary Hicks,nurse,emergency,0
4,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
5,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
6,STF-d1d59a8b,Zachary Hicks,nurse,emergency,0
7,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
8,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
9,STF-d1d59a8b,Zachary Hicks,nurse,emergency,0
10,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
11,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
12,STF-d1d59a8b,Zachary Hicks,nurse,emergency,0
13,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
14,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
15,STF-d1d59a8b,Zachary Hicks,nurse,emergency,0
16,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
17,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
18,STF-d1d59a8b,Zachary Hicks,nurse,emergency,0
19,STF-d1d59a8b,Zachary Hicks,nurse,emergency,0
20,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
21,STF-d1d59a8b,Zachary Hicks,nurse,emergency,0
22,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
23,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
24,STF-d1d59a8b,Zachary Hicks,nurse,emergency,0
25,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
26,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
27,STF-d1d59a8b,Zachary Hicks,nurse,emergency,0
28,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
29,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
30,STF-d1d59a8b,Zachary Hicks,nurse,emergency,0
31,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
32,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
33,STF-d1d59a8b,Zachary Hicks,nurse,emergency,0
34,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
35,STF-d1d59a8b,Zachary Hicks,nurse,emergency,0
36,STF-d1d59a8b,Zachary Hicks,nurse,emergency,0
37,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
38,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
39,STF-d1d59a8b,Zachary Hicks,nurse,emergency,0
40,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
41,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
42,STF-d1d59a8b,Zachary Hicks,nurse,emergency,0
43,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
44,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
45,STF-d1d59a8b,Zachary Hicks,nurse,emergency,0
46,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
47,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
48,STF-d1d59a8b,Zachary Hicks,nurse,emergency,0
49,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
50,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
51,STF-d1d59a8b,Zachary Hicks,nurse,emergency,0
52,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1
1,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
2,STF-103c818c,Anthony Rodriguez,nurse,emergency,0
3,STF-103c818c,Anthony Rodriguez,nurse,emergency,0
4,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
5,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
6,STF-103c818c,Anthony Rodriguez,nurse,emergency,0
7,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
8,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
9,STF-103c818c,Anthony Rodriguez,nurse,emergency,0
10,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
11,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
12,STF-103c818c,Anthony Rodriguez,nurse,emergency,0
13,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
14,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
15,STF-103c818c,Anthony Rodriguez,nurse,emergency,0
16,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
17,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
18,STF-103c818c,Anthony Rodriguez,nurse,emergency,0
19,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
20,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
21,STF-103c818c,Anthony Rodriguez,nurse,emergency,0
22,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
23,STF-103c818c,Anthony Rodriguez,nurse,emergency,0
24,STF-103c818c,Anthony Rodriguez,nurse,emergency,0
25,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
26,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
27,STF-103c818c,Anthony Rodriguez,nurse,emergency,0
28,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
29,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
30,STF-103c818c,Anthony Rodriguez,nurse,emergency,0
31,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
32,STF-103c818c,Anthony Rodriguez,nurse,emergency,0
33,STF-103c818c,Anthony Rodriguez,nurse,emergency,0
34,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
35,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
36,STF-103c818c,Anthony Rodriguez,nurse,emergency,0
37,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
38,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
39,STF-103c818c,Anthony Rodriguez,nurse,emergency,0
40,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
41,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
42,STF-103c818c,Anthony Rodriguez,nurse,emergency,0
43,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
44,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
45,STF-103c818c,Anthony Rodriguez,nurse,emergency,0
46,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
47,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
48,STF-103c818c,Anthony Rodriguez,nurse,emergency,0
49,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
50,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
51,STF-103c818c,Anthony Rodriguez,nurse,emergency,0
52,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
1,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
2,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
3,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0
4,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0
5,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
6,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0
7,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
8,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
9,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0
10,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
11,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
12,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0
13,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
14,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
15,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0
16,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
17,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
18,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0
19,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
20,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
21,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0
22,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
23,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
24,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0
25,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
26,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
27,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0
28,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
29,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
30,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0
31,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
32,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
33,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0
34,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
35,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
36,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0
37,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
38,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
39,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0
40,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
41,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
42,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0
43,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
44,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
45,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0
46,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0
47,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
48,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0
49,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
50,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
51,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0
52,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1
1,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
2,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
3,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0
4,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
5,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
6,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0
7,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
8,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
9,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0
10,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0
11,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
12,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0
13,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
14,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
15,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0
16,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
17,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
18,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0
19,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
20,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
21,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0
22,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
23,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
24,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0
25,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
26,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
27,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0
28,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
29,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
30,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0
31,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0
32,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
33,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0
34,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
35,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
36,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0
37,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
38,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
39,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0
40,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
41,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0
42,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0
43,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
44,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
45,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0
46,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
47,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
48,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0
49,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
50,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
51,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0
52,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1
1,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
2,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0
3,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0
4,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
5,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
6,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0
7,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
8,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
9,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0
10,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
11,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0
12,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0
13,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
14,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
15,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0
16,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0
17,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
18,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0
19,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
20,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
21,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0
22,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
23,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
24,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0
25,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
26,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
27,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0
28,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
29,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0
30,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0
31,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
32,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
33,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0
34,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
35,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
36,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0
37,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
38,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0
39,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0
40,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
41,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
42,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0
43,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
44,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
45,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0
46,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
47,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
48,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0
49,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
50,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
51,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0
52,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1
1,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
2,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
3,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,0
4,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
5,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
6,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,0
7,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,0
8,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
9,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,0
10,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
11,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
12,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,0
13,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
14,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
15,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,0
16,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
17,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
18,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,0
19,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
20,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
21,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,0
22,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
23,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
24,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,0
25,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
26,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
27,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,0
28,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
29,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
30,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,0
31,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
32,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
33,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,0
34,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
35,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
36,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,0
37,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
38,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
39,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,0
40,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
41,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
42,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,0
43,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
44,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
45,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,0
46,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,0
47,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
48,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,0
49,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,0
50,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
51,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,0
52,STF-c8ef6bb9,Nathan Maldonado,nursing_assistant,emergency,1
1,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,1
